stage,generation,d1,d4,d3d,d4d,o2,o3,o4,o3d,o4d,fobj
initial,0,9.44503978690234544e+03,-1.38651914897089478e+03,4.10039289837984370e+02,-5.14154758456544073e+02,-2.52604109729910706e+04,4.59168229781576620e-01,-3.13609304467309039e+03,-7.40063347912456379e+02,6.88652176931434678e+03,2.66473334202470942e+04
generation,1,8.65786346188207426e+03,-1.34689693514801752e+03,4.18292072900242999e+02,-6.24037851211656175e+02,-2.65911124116296705e+04,5.15608471260884937e-01,-3.06199287881949840e+03,-4.85556898845012142e+02,6.77148869453241605e+03,1.92285830906433730e+04,5.53303183414106261e-05,0
generation,2,8.65786346188207426e+03,-1.34689693514801752e+03,4.18292072900242999e+02,-6.23144567681743183e+02,-2.65911124116296705e+04,5.15608471260884937e-01,-3.06199287881949840e+03,-4.85556898845012142e+02,7.24837909951910660e+03,1.79746601306591620e+04,6.24689984784421106e-05,2
